"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.13","8.8.8.8","DNS","78","Standard query 0x64dc A auth.grammarly.com"
"2","0.013627","8.8.8.8","192.168.1.13","DNS","126","Standard query response 0x64dc A auth.grammarly.com A 3.220.106.10 A 54.85.19.174 A 54.204.100.51"
"3","0.021679","192.168.1.13","3.220.106.10","TCP","66","63179  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"4","0.164741","192.168.1.1","224.0.0.1","IGMPv2","46","Membership Query, specific for group 224.0.0.251"
"5","0.165187","192.168.1.1","224.0.0.1","IGMPv2","46","Membership Query, specific for group 224.0.0.252"
"6","0.279517","3.220.106.10","192.168.1.13","TCP","66","443  >  63179 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"7","0.279592","192.168.1.13","3.220.106.10","TCP","54","63179  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"8","0.280022","192.168.1.13","3.220.106.10","TLSv1.2","228","Client Hello (SNI=auth.grammarly.com)"
"9","0.284076","192.168.1.13","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"10","0.284144","192.168.1.13","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"11","0.539031","3.220.106.10","192.168.1.13","TCP","60","443  >  63179 [ACK] Seq=1 Ack=175 Win=28160 Len=0"
"12","0.539504","3.220.106.10","192.168.1.13","TLSv1.2","1506","Server Hello"
"13","0.543531","3.220.106.10","192.168.1.13","TCP","1506","443  >  63179 [ACK] Seq=1453 Ack=175 Win=28160 Len=1452 [TCP PDU reassembled in 16]"
"14","0.543570","192.168.1.13","3.220.106.10","TCP","54","63179  >  443 [ACK] Seq=175 Ack=2905 Win=66560 Len=0"
"15","0.543951","3.220.106.10","192.168.1.13","TCP","1506","443  >  63179 [ACK] Seq=2905 Ack=175 Win=28160 Len=1452 [TCP PDU reassembled in 16]"
"16","0.557116","3.220.106.10","192.168.1.13","TLSv1.2","1107","Certificate, Server Key Exchange, Server Hello Done"
"17","0.557170","192.168.1.13","3.220.106.10","TCP","54","63179  >  443 [ACK] Seq=175 Ack=5410 Win=66560 Len=0"
"18","0.561644","192.168.1.13","3.220.106.10","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"19","0.676563","192.168.1.13","20.198.119.143","TLSv1.2","154","Application Data"
"20","0.706599","20.198.119.143","192.168.1.13","TLSv1.2","224","Application Data"
"21","0.753164","192.168.1.13","20.198.119.143","TCP","54","62605  >  443 [ACK] Seq=101 Ack=171 Win=256 Len=0"
"22","0.785108","192.168.1.13","203.17.244.59","TCP","55","62587  >  443 [ACK] Seq=1 Ack=1 Win=259 Len=1"
"23","0.799883","203.17.244.59","192.168.1.13","TCP","60","443  >  62587 [ACK] Seq=0 Ack=2 Win=11 Len=0"
"24","0.799912","192.168.1.13","203.17.244.59","TCP","54","[TCP Dup ACK 22#1] [TCP ACKed unseen segment] 62587  >  443 [ACK] Seq=2 Ack=1 Win=259 Len=0"
"25","0.819565","3.220.106.10","192.168.1.13","TCP","60","443  >  63179 [ACK] Seq=5410 Ack=301 Win=28160 Len=0"
"26","0.819565","3.220.106.10","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"27","0.822554","192.168.1.13","3.220.106.10","TLSv1.2","768","Application Data"
"28","0.960292","203.17.244.59","192.168.1.13","TCP","66","[TCP Previous segment not captured] 443  >  62587 [ACK] Seq=1 Ack=2 Win=11 Len=0 SLE=1 SRE=2"
"29","1.105197","3.220.106.10","192.168.1.13","TCP","1506","443  >  63179 [ACK] Seq=5581 Ack=1015 Win=46080 Len=1452 [TCP PDU reassembled in 30]"
"30","1.105290","3.220.106.10","192.168.1.13","TLSv1.2","513","Application Data"
"31","1.105304","192.168.1.13","3.220.106.10","TCP","54","63179  >  443 [ACK] Seq=1015 Ack=7492 Win=66560 Len=0"
"32","1.164992","192.168.1.13","8.8.8.8","DNS","78","Standard query 0xaa80 A gnar.grammarly.com"
"33","1.181503","8.8.8.8","192.168.1.13","DNS","206","Standard query response 0xaa80 A gnar.grammarly.com A 107.22.1.125 A 3.88.122.66 A 3.211.112.147 A 44.218.222.248 A 52.203.116.55 A 34.231.202.179 A 44.218.222.180 A 3.224.62.225"
"34","1.182303","192.168.1.13","107.22.1.125","TCP","66","63180  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"35","1.214213","192.168.1.13","3.220.106.10","TCP","66","63181  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"36","1.254654","192.168.1.1","224.0.0.1","IGMPv2","46","Membership Query, specific for group 224.0.0.251"
"37","1.273698","192.168.1.13","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"38","1.419778","107.22.1.125","192.168.1.13","TCP","66","443  >  63180 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"39","1.419836","192.168.1.13","107.22.1.125","TCP","54","63180  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"40","1.420111","192.168.1.13","107.22.1.125","TLSv1.2","365","Client Hello (SNI=gnar.grammarly.com)"
"41","1.463632","3.220.106.10","192.168.1.13","TCP","66","443  >  63181 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"42","1.463689","192.168.1.13","3.220.106.10","TCP","54","63181  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"43","1.463946","192.168.1.13","3.220.106.10","TLSv1.2","365","Client Hello (SNI=auth.grammarly.com)"
"44","1.680087","107.22.1.125","192.168.1.13","TCP","60","443  >  63180 [ACK] Seq=1 Ack=312 Win=28160 Len=0"
"45","1.680392","107.22.1.125","192.168.1.13","TLSv1.2","1506","Server Hello"
"46","1.680721","107.22.1.125","192.168.1.13","TCP","1506","443  >  63180 [ACK] Seq=1453 Ack=312 Win=28160 Len=1452 [TCP PDU reassembled in 49]"
"47","1.680734","192.168.1.13","107.22.1.125","TCP","54","63180  >  443 [ACK] Seq=312 Ack=2905 Win=66560 Len=0"
"48","1.681011","107.22.1.125","192.168.1.13","TCP","1506","443  >  63180 [ACK] Seq=2905 Ack=312 Win=28160 Len=1452 [TCP PDU reassembled in 49]"
"49","1.681764","107.22.1.125","192.168.1.13","TLSv1.2","1108","Certificate, Server Key Exchange, Server Hello Done"
"50","1.681778","192.168.1.13","107.22.1.125","TCP","54","63180  >  443 [ACK] Seq=312 Ack=5411 Win=66560 Len=0"
"51","1.685226","192.168.1.13","107.22.1.125","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"52","1.714025","3.220.106.10","192.168.1.13","TCP","60","443  >  63181 [ACK] Seq=1 Ack=312 Win=28160 Len=0"
"53","1.714025","3.220.106.10","192.168.1.13","TLSv1.2","201","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"54","1.716435","192.168.1.13","3.220.106.10","TLSv1.2","410","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"55","1.918652","107.22.1.125","192.168.1.13","TCP","60","443  >  63180 [ACK] Seq=5411 Ack=438 Win=28160 Len=0"
"56","1.918652","107.22.1.125","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"57","1.920902","192.168.1.13","107.22.1.125","TLSv1.2","388","Application Data"
"58","1.996223","3.220.106.10","192.168.1.13","TCP","60","443  >  63181 [ACK] Seq=148 Ack=668 Win=29184 Len=0"
"59","1.996223","3.220.106.10","192.168.1.13","TLSv1.2","108","Application Data"
"60","1.996480","192.168.1.13","3.220.106.10","TLSv1.2","547","Application Data"
"61","2.157021","107.22.1.125","192.168.1.13","TLSv1.2","108","Application Data"
"62","2.157226","192.168.1.13","107.22.1.125","TLSv1.2","750","Application Data"
"63","2.173138","192.168.1.13","107.22.1.125","TCP","66","63182  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"64","2.262589","3.220.106.10","192.168.1.13","TCP","1506","443  >  63181 [ACK] Seq=202 Ack=1161 Win=30208 Len=1452 [TCP PDU reassembled in 65]"
"65","2.262683","3.220.106.10","192.168.1.13","TLSv1.2","382","Application Data"
"66","2.262715","192.168.1.13","3.220.106.10","TCP","54","63181  >  443 [ACK] Seq=1161 Ack=1982 Win=66560 Len=0"
"67","2.262769","3.220.106.10","192.168.1.13","TLSv1.2","88","Application Data"
"68","2.310261","192.168.1.13","3.220.106.10","TCP","54","63181  >  443 [ACK] Seq=1161 Ack=2016 Win=66560 Len=0"
"69","2.359387","192.168.1.13","3.220.106.10","TLSv1.2","1241","Application Data"
"70","2.407735","107.22.1.125","192.168.1.13","TCP","66","443  >  63182 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"71","2.407814","192.168.1.13","107.22.1.125","TCP","54","63182  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"72","2.408114","192.168.1.13","107.22.1.125","TLSv1.2","365","Client Hello (SNI=gnar.grammarly.com)"
"73","2.439450","107.22.1.125","192.168.1.13","TCP","60","443  >  63180 [ACK] Seq=5636 Ack=1468 Win=30464 Len=0"
"74","2.618032","3.220.106.10","192.168.1.13","TCP","1506","443  >  63181 [ACK] Seq=2016 Ack=2348 Win=32512 Len=1452 [TCP PDU reassembled in 75]"
"75","2.618635","3.220.106.10","192.168.1.13","TLSv1.2","191","Application Data"
"76","2.618669","192.168.1.13","3.220.106.10","TCP","54","63181  >  443 [ACK] Seq=2348 Ack=3605 Win=66560 Len=0"
"77","2.626215","107.22.1.125","192.168.1.13","TLSv1.2","512","Application Data"
"78","2.643411","107.22.1.125","192.168.1.13","TCP","60","443  >  63182 [ACK] Seq=1 Ack=312 Win=28160 Len=0"
"79","2.643411","107.22.1.125","192.168.1.13","TLSv1.2","201","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"80","2.646518","192.168.1.13","107.22.1.125","TLSv1.2","415","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"81","2.667932","192.168.1.13","107.22.1.125","TCP","54","63180  >  443 [ACK] Seq=1468 Ack=6094 Win=66048 Len=0"
"82","2.678549","192.168.1.13","8.8.8.8","DNS","83","Standard query 0xafcd A treatment.grammarly.com"
"83","2.710207","8.8.8.8","192.168.1.13","DNS","244","Standard query response 0xafcd A treatment.grammarly.com CNAME public-treatment.prod-experimentation.grammarlyaws.com A 54.90.227.129 A 44.215.91.183 A 34.205.106.6 A 54.82.137.108 A 3.223.197.243 A 184.72.102.170"
"84","2.711103","192.168.1.13","54.90.227.129","TCP","66","63183  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"85","2.711148","192.168.1.13","54.90.227.129","TCP","66","63184  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"86","2.716554","192.168.1.13","8.8.8.8","DNS","78","Standard query 0x2ef3 A capi.grammarly.com"
"87","2.729754","8.8.8.8","192.168.1.13","DNS","206","Standard query response 0x2ef3 A capi.grammarly.com A 35.175.87.179 A 54.161.60.186 A 44.221.147.4 A 34.224.183.241 A 34.196.250.206 A 54.236.86.184 A 174.129.27.123 A 54.161.159.58"
"88","2.730344","192.168.1.13","35.175.87.179","TCP","66","63185  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"89","2.888401","107.22.1.125","192.168.1.13","TCP","60","443  >  63182 [ACK] Seq=148 Ack=673 Win=29184 Len=0"
"90","2.888401","107.22.1.125","192.168.1.13","TLSv1.2","108","Application Data"
"91","2.888578","192.168.1.13","107.22.1.125","TLSv1.2","556","Application Data"
"92","2.945811","54.90.227.129","192.168.1.13","TCP","66","443  >  63184 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"93","2.945900","192.168.1.13","54.90.227.129","TCP","54","63184  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"94","2.946388","192.168.1.13","54.90.227.129","TLSv1.2","233","Client Hello (SNI=treatment.grammarly.com)"
"95","2.965330","35.175.87.179","192.168.1.13","TCP","66","443  >  63185 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"96","2.965424","192.168.1.13","35.175.87.179","TCP","54","63185  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"97","2.965775","192.168.1.13","35.175.87.179","TLSv1.2","228","Client Hello (SNI=capi.grammarly.com)"
"98","3.182411","107.22.1.125","192.168.1.13","TCP","60","443  >  63182 [ACK] Seq=202 Ack=1175 Win=30208 Len=0"
"99","3.182411","54.90.227.129","192.168.1.13","TCP","60","443  >  63184 [ACK] Seq=1 Ack=180 Win=28160 Len=0"
"100","3.182492","54.90.227.129","192.168.1.13","TLSv1.2","1506","Server Hello"
"101","3.182492","54.90.227.129","192.168.1.13","TCP","1506","443  >  63184 [ACK] Seq=1453 Ack=180 Win=28160 Len=1452 [TCP PDU reassembled in 103]"
"102","3.182492","54.90.227.129","192.168.1.13","TCP","1506","443  >  63184 [ACK] Seq=2905 Ack=180 Win=28160 Len=1452 [TCP PDU reassembled in 103]"
"103","3.182492","54.90.227.129","192.168.1.13","TLSv1.2","1118","Certificate, Server Key Exchange, Server Hello Done"
"104","3.182564","192.168.1.13","54.90.227.129","TCP","54","63184  >  443 [ACK] Seq=180 Ack=5421 Win=66560 Len=0"
"105","3.182790","192.168.1.13","107.22.1.125","TLSv1.2","365","Application Data"
"106","3.186636","192.168.1.13","54.90.227.129","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"107","3.198414","35.175.87.179","192.168.1.13","TCP","60","443  >  63185 [ACK] Seq=1 Ack=175 Win=28160 Len=0"
"108","3.198875","35.175.87.179","192.168.1.13","TLSv1.2","1506","Server Hello"
"109","3.199362","35.175.87.179","192.168.1.13","TCP","1506","443  >  63185 [ACK] Seq=1453 Ack=175 Win=28160 Len=1452 [TCP PDU reassembled in 112]"
"110","3.199379","192.168.1.13","35.175.87.179","TCP","54","63185  >  443 [ACK] Seq=175 Ack=2905 Win=66560 Len=0"
"111","3.199843","35.175.87.179","192.168.1.13","TCP","1506","443  >  63185 [ACK] Seq=2905 Ack=175 Win=28160 Len=1452 [TCP PDU reassembled in 112]"
"112","3.200170","35.175.87.179","192.168.1.13","TLSv1.2","1104","Certificate, Server Key Exchange, Server Hello Done"
"113","3.200183","192.168.1.13","35.175.87.179","TCP","54","63185  >  443 [ACK] Seq=175 Ack=5407 Win=66560 Len=0"
"114","3.203253","192.168.1.13","35.175.87.179","TLSv1.2","147","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"115","3.382126","107.22.1.125","192.168.1.13","TLSv1.2","512","Application Data"
"116","3.430824","192.168.1.13","107.22.1.125","TCP","54","63182  >  443 [ACK] Seq=1175 Ack=660 Win=66048 Len=0"
"117","3.440582","107.22.1.125","192.168.1.13","TCP","60","443  >  63180 [ACK] Seq=6094 Ack=1779 Win=32000 Len=0"
"118","3.440582","107.22.1.125","192.168.1.13","TLSv1.2","108","Application Data"
"119","3.440582","54.90.227.129","192.168.1.13","TCP","60","443  >  63184 [ACK] Seq=5421 Ack=306 Win=28160 Len=0"
"120","3.440582","54.90.227.129","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"121","3.440873","192.168.1.13","107.22.1.125","TLSv1.2","1126","Application Data"
"122","3.441019","35.175.87.179","192.168.1.13","TCP","60","443  >  63185 [ACK] Seq=5407 Ack=268 Win=28160 Len=0"
"123","3.441019","35.175.87.179","192.168.1.13","TLSv1.2","225","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"124","3.443804","192.168.1.13","54.90.227.129","TLSv1.2","1355","Application Data"
"125","3.443866","192.168.1.13","35.175.87.179","TLSv1.2","1431","Application Data"
"126","3.707349","54.90.227.129","192.168.1.13","TLSv1.2","108","Application Data"
"127","3.707349","35.175.87.179","192.168.1.13","TLSv1.2","704","Application Data"
"128","3.707578","192.168.1.13","54.90.227.129","TLSv1.2","823","Application Data"
"129","3.716518","107.22.1.125","192.168.1.13","TCP","60","443  >  63180 [ACK] Seq=6148 Ack=2851 Win=34048 Len=0"
"130","3.718101","192.168.1.13","54.90.227.129","TCP","66","[TCP Retransmission] 63183  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"131","3.748342","192.168.1.13","35.175.87.179","TCP","54","63185  >  443 [ACK] Seq=1645 Ack=6228 Win=65792 Len=0"
"132","3.762442","192.168.1.13","35.175.87.179","TLSv1.2","924","Application Data"
"133","3.905709","192.168.1.13","8.8.8.8","DNS","70","Standard query 0xccee A dns.google"
"134","3.905861","192.168.1.13","8.8.8.8","DNS","70","Standard query 0x1498 HTTPS dns.google"
"135","3.907612","107.22.1.125","192.168.1.13","TLSv1.2","512","Application Data"
"136","3.918714","8.8.8.8","192.168.1.13","DNS","102","Standard query response 0xccee A dns.google A 8.8.8.8 A 8.8.4.4"
"137","3.918714","8.8.8.8","192.168.1.13","DNS","146","Standard query response 0x1498 HTTPS dns.google SOA ns1.zdns.google"
"138","3.919917","192.168.1.13","8.8.8.8","QUIC","1292","Initial, DCID=c95853769337b626, PKN: 1, CRYPTO"
"139","3.919973","192.168.1.13","8.8.8.8","QUIC","1292","Initial, DCID=c95853769337b626, PKN: 2, CRYPTO, PING, PING, PING, PING, PING, PADDING, CRYPTO, PADDING, PING, PING"
"140","3.920101","192.168.1.13","8.8.8.8","QUIC","123","0-RTT, DCID=c95853769337b626"
"141","3.920251","192.168.1.13","8.8.8.8","QUIC","305","0-RTT, DCID=c95853769337b626"
"142","3.920317","192.168.1.13","8.8.8.8","QUIC","260","0-RTT, DCID=c95853769337b626"
"143","3.941333","8.8.8.8","192.168.1.13","QUIC","1292","Initial, SCID=e95853769337b626, PKN: 1, ACK, PADDING"
"144","3.949603","192.168.1.13","107.22.1.125","TCP","54","63180  >  443 [ACK] Seq=2851 Ack=6606 Win=65536 Len=0"
"145","3.953821","54.90.227.129","192.168.1.13","TLSv1.2","538","Application Data"
"146","3.954117","192.168.1.13","54.90.227.129","TLSv1.2","1331","Application Data"
"147","3.973928","8.8.8.8","192.168.1.13","QUIC","1292","Initial, SCID=e95853769337b626, PKN: 2, CRYPTO, PADDING"
"148","3.973928","8.8.8.8","192.168.1.13","QUIC","352","Protected Payload (KP0)"
"149","3.974296","8.8.8.8","192.168.1.13","QUIC","976","Protected Payload (KP0)"
"150","3.974296","8.8.8.8","192.168.1.13","QUIC","67","Protected Payload (KP0)"
"151","3.974511","8.8.8.8","192.168.1.13","QUIC","550","Protected Payload (KP0)"
"152","3.974511","8.8.8.8","192.168.1.13","QUIC","64","Protected Payload (KP0)"
"153","3.974934","192.168.1.13","8.8.8.8","QUIC","120","Handshake, DCID=e95853769337b626"
"154","3.975017","192.168.1.13","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=e95853769337b626"
"155","3.975078","192.168.1.13","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=e95853769337b626"
"156","3.987617","54.90.227.129","192.168.1.13","TCP","66","443  >  63183 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"157","3.987662","192.168.1.13","54.90.227.129","TCP","54","63183  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"158","3.988055","192.168.1.13","54.90.227.129","TLSv1.2","370","Client Hello (SNI=treatment.grammarly.com)"
"159","4.000002","8.8.8.8","192.168.1.13","QUIC","162","Protected Payload (KP0)"
"160","4.000002","8.8.8.8","192.168.1.13","QUIC","765","Protected Payload (KP0)"
"161","4.000738","192.168.1.13","8.8.8.8","QUIC","78","Protected Payload (KP0), DCID=e95853769337b626"
"162","4.002213","192.168.1.13","23.23.193.68","TCP","66","63186  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"163","4.002327","192.168.1.13","8.8.8.8","QUIC","263","Protected Payload (KP0), DCID=e95853769337b626"
"164","4.002389","192.168.1.13","8.8.8.8","QUIC","252","Protected Payload (KP0), DCID=e95853769337b626"
"165","4.013814","8.8.8.8","192.168.1.13","QUIC","67","Protected Payload (KP0)"
"166","4.016619","8.8.8.8","192.168.1.13","QUIC","71","Protected Payload (KP0)"
"167","4.016619","8.8.8.8","192.168.1.13","QUIC","634","Protected Payload (KP0)"
"168","4.016619","8.8.8.8","192.168.1.13","QUIC","64","Protected Payload (KP0)"
"169","4.017080","192.168.1.13","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=e95853769337b626"
"170","4.019112","8.8.8.8","192.168.1.13","QUIC","572","Protected Payload (KP0)"
"171","4.019112","8.8.8.8","192.168.1.13","QUIC","64","Protected Payload (KP0)"
"172","4.019588","192.168.1.13","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=e95853769337b626"
"173","4.020520","192.168.1.13","142.250.76.67","TCP","66","63187  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"174","4.039210","8.8.8.8","192.168.1.13","QUIC","65","Protected Payload (KP0)"
"175","4.039210","142.250.76.67","192.168.1.13","TCP","66","443  >  63187 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"176","4.039344","192.168.1.13","142.250.76.67","TCP","54","63187  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"177","4.039449","35.175.87.179","192.168.1.13","TCP","60","443  >  63185 [ACK] Seq=6228 Ack=2515 Win=64000 Len=0"
"178","4.040189","192.168.1.13","142.250.76.67","TCP","1466","63187  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=1412 [TCP PDU reassembled in 179]"
"179","4.040189","192.168.1.13","142.250.76.67","TLSv1.3","436","Client Hello (SNI=beacons.gcp.gvt2.com)"
"180","4.055883","142.250.76.67","192.168.1.13","TCP","60","443  >  63187 [ACK] Seq=1 Ack=1413 Win=68608 Len=0"
"181","4.055883","142.250.76.67","192.168.1.13","TCP","60","443  >  63187 [ACK] Seq=1 Ack=1795 Win=71424 Len=0"
"182","4.057219","192.168.1.13","8.8.8.8","QUIC","74","Protected Payload (KP0), DCID=e95853769337b626"
"183","4.074955","35.175.87.179","192.168.1.13","TLSv1.2","510","Application Data"
"184","4.096310","142.250.76.67","192.168.1.13","TLSv1.3","1466","Server Hello, Change Cipher Spec"
"185","4.096770","142.250.76.67","192.168.1.13","TCP","1466","443  >  63187 [PSH, ACK] Seq=1413 Ack=1795 Win=71424 Len=1412 [TCP PDU reassembled in 188]"
"186","4.096796","192.168.1.13","142.250.76.67","TCP","54","63187  >  443 [ACK] Seq=1795 Ack=2825 Win=66304 Len=0"
"187","4.097263","142.250.76.67","192.168.1.13","TCP","1466","443  >  63187 [ACK] Seq=2825 Ack=1795 Win=71424 Len=1412 [TCP PDU reassembled in 188]"
"188","4.097621","142.250.76.67","192.168.1.13","TLSv1.3","1214","Application Data"
"189","4.097653","192.168.1.13","142.250.76.67","TCP","54","63187  >  443 [ACK] Seq=1795 Ack=5397 Win=66304 Len=0"
"190","4.097976","192.168.1.13","142.250.76.67","TLSv1.3","128","Change Cipher Spec, Application Data"
"191","4.098104","192.168.1.13","142.250.76.67","TLSv1.3","146","Application Data"
"192","4.098192","192.168.1.13","142.250.76.67","TLSv1.3","308","Application Data"
"193","4.098221","192.168.1.13","142.250.76.67","TLSv1.3","364","Application Data"
"194","4.114577","142.250.76.67","192.168.1.13","TLSv1.3","1024","Application Data, Application Data"
"195","4.114577","142.250.76.67","192.168.1.13","TLSv1.3","85","Application Data"
"196","4.114637","192.168.1.13","142.250.76.67","TCP","54","63187  >  443 [ACK] Seq=2525 Ack=6398 Win=65280 Len=0"
"197","4.114901","192.168.1.13","142.250.76.67","TLSv1.3","85","Application Data"
"198","4.117769","192.168.1.13","35.175.87.179","TCP","54","63185  >  443 [ACK] Seq=2515 Ack=6684 Win=65280 Len=0"
"199","4.141532","142.250.76.67","192.168.1.13","TCP","60","443  >  63187 [ACK] Seq=6398 Ack=2556 Win=77056 Len=0"
"200","4.148107","142.250.76.67","192.168.1.13","TLSv1.3","956","Application Data"
"201","4.148107","142.250.76.67","192.168.1.13","TLSv1.3","85","Application Data"
"202","4.148169","192.168.1.13","142.250.76.67","TCP","54","63187  >  443 [ACK] Seq=2556 Ack=7331 Win=66304 Len=0"
"203","4.148273","142.250.76.67","192.168.1.13","TLSv1.3","93","Application Data"
"204","4.148671","192.168.1.13","142.250.76.67","TLSv1.3","93","Application Data"
"205","4.148716","192.168.1.13","142.250.76.67","TLSv1.3","89","Application Data"
"206","4.163665","142.250.76.67","192.168.1.13","TCP","60","443  >  63187 [ACK] Seq=7370 Ack=2630 Win=77056 Len=0"
"207","4.198422","54.90.227.129","192.168.1.13","TLSv1.2","108","Application Data"
"208","4.198636","192.168.1.13","54.90.227.129","TLSv1.2","817","Application Data"
"209","4.224144","54.90.227.129","192.168.1.13","TCP","60","443  >  63183 [ACK] Seq=1 Ack=317 Win=28160 Len=0"
"210","4.224144","54.90.227.129","192.168.1.13","TLSv1.2","201","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"211","4.227135","192.168.1.13","54.90.227.129","TLSv1.2","1382","Change Cipher Spec, Encrypted Handshake Message, Application Data"
"212","4.257561","192.168.1.13","23.23.193.68","TCP","66","63188  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"213","4.283236","23.23.193.68","192.168.1.13","TCP","66","443  >  63186 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"214","4.283387","192.168.1.13","23.23.193.68","TCP","54","63186  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"215","4.284152","192.168.1.13","23.23.193.68","TCP","1506","63186  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=1452 [TCP PDU reassembled in 216]"
"216","4.284152","192.168.1.13","23.23.193.68","TLSv1.2","408","Client Hello (SNI=extension.femetrics.grammarly.io)"
"217","4.447631","54.90.227.129","192.168.1.13","TLSv1.2","538","Application Data"
"218","4.464397","54.90.227.129","192.168.1.13","TCP","60","443  >  63183 [ACK] Seq=148 Ack=1645 Win=30720 Len=0"
"219","4.464397","54.90.227.129","192.168.1.13","TLSv1.2","108","Application Data"
"220","4.464660","192.168.1.13","54.90.227.129","TLSv1.2","952","Application Data"
"221","4.491257","192.168.1.13","54.90.227.129","TCP","54","63184  >  443 [ACK] Seq=4416 Ack=6668 Win=65536 Len=0"
"222","4.512228","23.23.193.68","192.168.1.13","TCP","66","443  >  63188 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1452 SACK_PERM WS=256"
"223","4.512301","192.168.1.13","23.23.193.68","TCP","54","63188  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"224","4.513014","192.168.1.13","23.23.193.68","TCP","1506","63188  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=1452 [TCP PDU reassembled in 225]"
"225","4.513014","192.168.1.13","23.23.193.68","TLSv1.2","440","Client Hello (SNI=extension.femetrics.grammarly.io)"
"226","4.519249","23.23.193.68","192.168.1.13","TCP","60","443  >  63186 [ACK] Seq=1 Ack=1807 Win=45056 Len=0"
"227","4.519660","23.23.193.68","192.168.1.13","TLSv1.2","1506","Server Hello"
