"No.","Time","Source","Destination","Protocol","Length","Info"
"986","13.365098","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"987","13.365509","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"988","13.365921","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"989","13.370416","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"990","13.378429","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"991","13.379022","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"992","13.379561","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"993","13.380005","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"994","13.380533","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"995","13.381031","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"996","13.385355","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"997","13.385540","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"998","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"999","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1000","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1001","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1002","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1003","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1004","13.385938","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1005","13.386536","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1006","13.387064","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1007","13.387253","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1008","13.387720","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1009","13.388063","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1010","13.394559","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1011","13.394864","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1012","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1013","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1014","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1015","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1016","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1017","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1018","13.418705","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1019","13.419001","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1020","13.419505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1021","13.419505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1022","13.419505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1023","13.419505","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1024","13.419688","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1025","13.419880","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1026","13.420259","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1027","13.420648","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1028","13.421043","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1029","13.421422","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1030","13.422099","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1031","13.422533","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1032","13.422913","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1033","13.423029","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1034","13.423309","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1035","13.423714","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1036","13.424131","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1037","13.424542","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1038","13.424916","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1039","13.425601","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1040","13.426016","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1041","13.426424","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1042","13.426835","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1043","13.427552","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1044","13.427652","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1045","13.427693","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1046","13.428071","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1047","13.428442","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1048","13.431858","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1049","13.435194","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1050","13.435594","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1051","13.436055","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1052","13.436494","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1053","13.436829","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1054","13.437212","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1055","13.437606","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1056","13.437968","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1057","13.438659","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1058","13.439063","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1059","13.439166","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1060","13.439478","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1061","13.439890","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1062","13.440299","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1063","13.440706","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1064","13.441118","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1065","13.441497","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1066","13.445744","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1067","13.446035","192.168.1.13","103.163.249.77","UDP","80","57189  >  443 Len=38"
"1068","13.446159","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1069","13.446585","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1070","13.447000","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1071","13.447395","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1072","13.447791","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1073","13.448192","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1074","13.448565","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1075","13.449249","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1076","13.449654","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1077","13.450071","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1078","13.450165","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1079","13.450511","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1080","13.450891","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1081","13.451300","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1082","13.451711","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1083","13.452091","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1084","13.462310","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1085","13.464075","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1086","13.467566","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1087","13.468121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1088","13.468121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1089","13.468121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1090","13.468121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1091","13.468121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1092","13.468121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1093","13.468294","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1094","13.468433","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1095","13.468817","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1096","13.469196","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1097","13.469606","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1098","13.470008","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1099","13.470135","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1100","13.470373","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1101","13.474628","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1102","13.474879","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1103","13.475006","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1104","13.475517","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1105","13.475517","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1106","13.475861","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1107","13.476240","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1108","13.476761","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1109","13.476761","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1110","13.477065","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1111","13.477418","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1112","13.492210","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1113","13.497376","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1114","13.498404","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1115","13.498980","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1116","13.499727","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1117","13.506872","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1118","13.517769","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1119","13.518208","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1120","13.518824","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1121","13.519335","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1122","13.519840","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1123","13.522619","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1124","13.524399","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1125","13.529597","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1126","13.529823","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1127","13.533696","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1128","13.534071","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1129","13.534390","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1130","13.534828","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1131","13.535220","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1132","13.535626","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1133","13.536022","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1134","13.536395","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1135","13.544519","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1136","13.544519","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1137","13.544906","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"1138","13.547731","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1139","13.547731","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1140","13.547731","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1141","13.547731","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1142","13.547731","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1143","13.547731","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1144","13.548072","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1145","13.548665","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1146","13.548843","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"1147","13.548894","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1148","13.549307","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1149","13.549307","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1150","13.549307","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1151","13.549711","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1152","13.550121","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1153","13.550494","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1154","13.551179","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1155","13.551589","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1156","13.552003","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1157","13.552118","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"1158","13.552412","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1159","13.566519","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1160","13.566519","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1161","13.566519","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1162","13.566519","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1163","13.566771","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"1164","13.566895","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1165","13.567298","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1166","13.567684","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1167","13.568106","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1168","13.568515","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1169","13.568928","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1170","13.569313","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1171","13.569444","192.168.1.13","103.163.249.77","UDP","74","57189  >  443 Len=32"
"1172","13.577100","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1173","13.577438","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1174","13.577874","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1175","13.578279","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1176","13.578684","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1177","13.579087","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1178","13.579485","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1179","13.579858","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1180","13.583140","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1181","13.584169","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1182","13.584477","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1183","13.584918","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1184","13.585314","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1185","13.585706","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1186","13.586116","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1187","13.586528","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1188","13.586924","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1189","13.587059","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"1190","13.591227","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1191","13.591465","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"1192","13.591607","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1193","13.591807","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"1194","13.591989","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1195","13.592137","192.168.1.13","103.163.249.77","UDP","77","57189  >  443 Len=35"
"1196","13.592371","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1197","13.592482","192.168.1.13","103.163.249.77","UDP","82","57189  >  443 Len=40"
"1198","13.592784","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1199","13.592897","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"1200","13.593137","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1201","13.593256","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"1202","13.626080","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1203","13.626080","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1204","13.626080","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1205","13.626080","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1206","13.626366","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"1207","13.626425","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1208","13.626467","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"1209","13.626519","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"1210","13.626566","192.168.1.13","103.163.249.77","UDP","78","57189  >  443 Len=36"
"1211","13.626612","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1212","13.626837","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1213","13.626837","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1214","13.629597","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1215","13.629597","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1216","13.629597","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1217","13.629597","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1218","13.629597","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1219","13.644589","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1220","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1221","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1222","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1223","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1224","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1225","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1226","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1227","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1228","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1229","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1230","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1231","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1232","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1233","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1234","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1235","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1236","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1237","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1238","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1239","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1240","13.647678","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1241","13.648065","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1242","13.648263","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1243","13.648425","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1244","13.649236","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1245","13.649977","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1246","13.660135","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1247","13.698402","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1248","13.698798","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1249","13.699209","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1250","13.699628","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1251","13.700039","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1252","13.700458","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1253","13.700853","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1254","13.701233","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1255","13.706107","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1256","13.732902","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1257","13.734480","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1258","13.734538","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1259","13.735283","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1260","13.737300","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1261","13.740794","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1262","13.742391","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1263","13.743542","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1264","13.743542","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1265","13.744357","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1266","13.745182","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1267","13.745343","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1268","13.745918","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1269","13.752193","192.168.1.13","103.163.249.77","UDP","76","57189  >  443 Len=34"
"1270","13.771898","192.168.1.13","8.8.8.8","DNS","80","Standard query 0xef3d A catalog.gamepass.com"
"1271","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1272","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1273","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1274","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1275","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1276","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1277","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1278","13.778728","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1279","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1280","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1281","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1282","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1283","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1284","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1285","13.779549","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1286","13.779716","192.168.1.13","103.163.249.77","UDP","75","57189  >  443 Len=33"
"1287","13.780350","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1288","13.781098","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1289","13.781765","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
"1290","13.782183","103.163.249.77","192.168.1.13","UDP","1292","443  >  57189 Len=1250"
